#units are si,,,,,,,,,,,,,
time,9,10,2,4,3,7,5,6,11,1,8,12,13
0,43.8250926,30.52236126,58.79266317,111.7102524,51.28864378,23.04822851,35.80596858,23.95779687,49.63790389,-131.4940372,-287.95095,0,0
1800,42.14197305,27.88830566,56.50803519,111.7953683,51.40754848,23.30100611,36.39214286,26.29599599,49.64896034,-132.8625996,-287.95095,0,0
3600,43.3095954,29.87238315,58.4129246,111.8560104,51.49002403,23.15167021,30.08205115,26.78355178,49.62749178,-137.6028224,-287.95095,0,0
5400,41.1647272,26.52756398,55.80469112,111.9074746,51.46810606,23.10112441,30.19868243,26.85366413,49.63129813,-138.5525314,-287.95095,0,0
7200,41.1472436,26.84095609,55.91793456,106.0748181,51.5169358,23.1174364,24.36732182,26.84235675,49.61942216,-138.5143776,-287.95095,0,0
9000,40.74041123,26.11215814,55.62230611,101.1225912,51.52940602,23.15545581,23.98736641,26.77478685,49.62537584,-139.3419684,-287.95095,0,0
10800,40.41471581,25.66886694,54.50870372,96.8207822,51.6981139,23.12525737,22.98839614,26.80435271,49.65618891,-139.4217172,-287.95095,0,0
12600,40.47042033,25.5332258,55.10383639,92.64633898,51.7141766,23.32721033,19.49545259,26.82590319,49.61713641,-139.0519229,-287.95095,0,0
14400,41.46662232,27.06605798,48.69108586,92.53951367,51.35325823,23.11958261,19.58458977,26.81639959,49.62948406,-140.8630865,-287.95095,0,0
16200,40.94745775,26.25752914,47.94349345,92.50083597,51.33024914,23.12095805,19.53717389,26.8525987,49.60731116,-141.1872571,-287.95095,0,0
18000,40.25987968,25.23965896,47.5147106,92.49748651,51.3644678,23.12698254,19.70028434,26.88527164,49.62349219,-141.7022924,-287.95095,0,0
19800,40.65076111,26.02197751,48.26516171,92.43953329,51.32600798,23.10932365,19.67602013,26.9481898,49.68369136,-145.3084661,-287.95095,0,0
21600,39.81634937,24.97643399,47.46327837,92.45746316,51.34675691,23.15018978,19.6544622,26.95119391,49.60711746,-145.9820579,-287.95095,0,0
23400,40.52946463,25.99783085,47.72119371,92.46747283,51.6818215,23.18781858,19.70270598,26.9816648,49.60399923,-145.569533,-287.95095,0,0
25200,43.29312834,15.99028139,55.603364,92.58605281,51.39485745,23.18409356,19.7577532,26.99389484,51.4256154,-137.7892382,-287.95095,0,0
27000,42.31106171,15.57715616,57.15782544,106.3009782,51.24991705,23.15801825,21.69547946,26.97764679,54.27993769,-140.9201944,-287.95095,0,0
28800,42.68837357,15.93110955,57.93764715,106.769586,51.57288859,23.13991674,24.39293454,26.85757964,55.0919497,-139.9079983,-287.95095,0,0
30600,44.85174967,16.31960922,60.15542217,111.1294142,51.62354042,23.03016805,24.51945329,27.03069106,52.48283681,-133.8386226,-287.95095,0,0
32400,43.8171587,15.76548703,59.13601019,111.9005261,51.50464103,23.22795553,24.03213049,26.66504661,56.44539953,-135.4822624,-287.95095,0,0
34200,43.27179869,15.62398673,58.75513488,111.5747335,51.12576658,22.90235003,39.18299153,26.59948472,62.24115556,-136.5331507,-287.95095,0,0
36000,43.1262646,15.55062373,58.51997149,111.4838478,51.05814932,23.11335413,40.02553308,26.46477888,64.023517,-141.0442991,-287.95095,0,0
37800,44.47916858,15.98123501,59.97978149,111.6092312,50.74327171,23.16457084,39.80644938,26.40632534,62.44634758,-139.8127777,-287.95095,0,0
39600,43.17846727,15.61777529,59.01950002,111.7192982,50.65011049,23.0094466,39.65244876,26.30259445,63.87313525,-141.0251763,-287.95095,0,0
